Failure Name,NGA_Link,Station Name,Stage,Debug Snapshot,Group Name,Failure_Id,SightingId,AxonSV Record Viewer,Signatures,hsdes_link,axon_link,Errors
e07fc489,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/e07fc489-5098-4d7a-b582-4f2e00a33f9c,ba05wvaw0167,RebootStation,9756480c-e115-49a0-8259-7491dfb17463,si_hearbeat_x3,e07fc489-5098-4d7a-b582-4f2e00a33f9c,,https://axonsv.app.intel.com/apps/record-viewer/9756480c-e115-49a0-8259-7491dfb17463,"['HW', 'SW.FW']",,,None
53d6e3f7,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/53d6e3f7-7af6-4b8a-bf23-11e590969dbf,ba05wvaw0110,PostTest,File not found;RAS Test error,IFWI_GNR_AP_DF_B0,53d6e3f7-7af6-4b8a-bf23-11e590969dbf,,https://axonsv.app.intel.com/apps/record-viewer/1fa1f4e5-a0df-41e1-b3ea-3ae9d2d3f121,"['HW.CFG.ERR', 'HW.CORR', 'HW.ERR', 'HW']",,,None
493a811f,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/493a811f-8e7e-467f-a537-3c5974619749,ba05wvaw0114,PostTest,File not found,IFWI_GNR_AP_DF_B0,493a811f-8e7e-467f-a537-3c5974619749,,https://axonsv.app.intel.com/apps/record-viewer/486b8140-ecd0-4a38-dfaa-1f7929ab9388,"['HW.ERR', 'HW.CORR', 'HW']",,,None
0f9997ca,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/0f9997ca-994f-4c7e-a2e9-f8efc5f321bf,jf04wvaw5143,PostTest,3f73a819-d84b-4a89-9f1d-9fe8c73ebbf7,PCIe,0f9997ca-994f-4c7e-a2e9-f8efc5f321bf,14022798039.0,https://axonsv.app.intel.com/apps/record-viewer/3f73a819-d84b-4a89-9f1d-9fe8c73ebbf7,"['HW', 'HW.CORR', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/14022798039,https://axon.intel.com/app/view/3f73a819-d84b-4a89-9f1d-9fe8c73ebbf7,None
a4eddf54,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/a4eddf54-009e-47d9-9112-3ab41cdbf862,jf04wvaw5068,Test,80cf4f38-1c76-4361-8c28-885f69fc9c8b,Reset-Matrix,a4eddf54-009e-47d9-9112-3ab41cdbf862,16024102833.0,https://axonsv.app.intel.com/apps/record-viewer/80cf4f38-1c76-4361-8c28-885f69fc9c8b,"['HW.ERR', 'HW.CORR', 'HW']",https://hsdes.intel.com/appstore/article/#/16024102833,https://axon.intel.com/app/view/80cf4f38-1c76-4361-8c28-885f69fc9c8b,None
009216c5,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/009216c5-feda-4bb5-a105-bd1137925091,ba05wvaw0120,Test,19666391-72fb-4cbc-a795-2fee37569859,Reset,009216c5-feda-4bb5-a105-bd1137925091,14022520654.0,https://axonsv.app.intel.com/apps/record-viewer/19666391-72fb-4cbc-a795-2fee37569859,"['HW.CORR', 'HW', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/14022520654,https://axon.intel.com/app/view/19666391-72fb-4cbc-a795-2fee37569859,None
9590441a,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/9590441a-a2e9-4ced-90c8-39211d98cbbf,jf04wvaw5179,Test,629168c5-45ea-4ecc-be57-35e760b50fec,Memory,9590441a-a2e9-4ced-90c8-39211d98cbbf,22020275789.0,https://axonsv.app.intel.com/apps/record-viewer/629168c5-45ea-4ecc-be57-35e760b50fec,"['HW.CORR', 'HW.MCE.IMC', 'HW', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/22020275789,https://axon.intel.com/app/view/629168c5-45ea-4ecc-be57-35e760b50fec,None
11131c18,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/11131c18-3e51-4e6e-a801-8a34bd6938fc,ba05wvaw0110,PostTest,File not found;RAS Test error,IFWI_GNR_AP_DF_B0,11131c18-3e51-4e6e-a801-8a34bd6938fc,,https://axonsv.app.intel.com/apps/record-viewer/428fb707-7821-43e0-ad2b-722a43eb8a95,"['HW.CFG.ERR', 'HW.CORR', 'HW']",,,None
cbcd559b,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/cbcd559b-61f4-4e7a-b314-d7b01f02d39c,jf04wvaw5281,Test,59fe5c93-5eda-41b9-aa7e-064d8b345bf0,Reset-Matrix,cbcd559b-61f4-4e7a-b314-d7b01f02d39c,16024757659.0,https://axonsv.app.intel.com/apps/record-viewer/59fe5c93-5eda-41b9-aa7e-064d8b345bf0,"['HW.ERR', 'HW.CORR', 'HW.CFG.ERR', 'HW']",https://hsdes.intel.com/appstore/article/#/16024757659,https://axon.intel.com/app/view/59fe5c93-5eda-41b9-aa7e-064d8b345bf0,None
4a365d0e,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/4a365d0e-18e6-4e83-9429-e3c339a1a7bf,ba05wvaw0147,Test,c9114b64-367b-42b2-96da-3a23d6633627,Reset,4a365d0e-18e6-4e83-9429-e3c339a1a7bf,,https://axonsv.app.intel.com/apps/record-viewer/c9114b64-367b-42b2-96da-3a23d6633627,"['HW', 'HW.CORR', 'HW.ERR']",,,None
bfe7f4de,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/bfe7f4de-ddd6-4b9f-b0e1-e95228c303bd,jf04wvaw5468,Test,13700789-8cb7-4746-a509-8607b20533dd,Mesh,bfe7f4de-ddd6-4b9f-b0e1-e95228c303bd,16024778330.0,https://axonsv.app.intel.com/apps/record-viewer/13700789-8cb7-4746-a509-8607b20533dd,"['HW', 'HW.CORR', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/16024778330,https://axon.intel.com/app/view/13700789-8cb7-4746-a509-8607b20533dd,None
de9bcd29,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/de9bcd29-f861-49f3-b05a-7d03d45e9453,ba05wvaw0021,PreTest,File not found,CI_GNR_AP_DF_OSPL_SQ,de9bcd29-f861-49f3-b05a-7d03d45e9453,,https://axonsv.app.intel.com/apps/record-viewer/60a42ce1-6a12-47f5-86e4-42f5a1e042ce,"['HW.ERR', 'HW.MCE', 'HW.CORR', 'HW.MCE.MLC', 'HW.MCE.UBOX', 'HW.MCE.UPI', 'HW.MCE.IIO', 'HW']",,,None
d3b6874c,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/d3b6874c-d72b-4ebc-b0dd-9c025d98c695,ba05wvaw0114,PostTest,fallback_generic_signature: base_mctp: Ripping the MCTP broadcast targets as they cause false verify failures when Ardenrand does MCTP.;File not found,IFWI_GNR_AP_DF_B0,d3b6874c-d72b-4ebc-b0dd-9c025d98c695,,https://axonsv.app.intel.com/apps/record-viewer/efc07340-9dd5-4e16-872c-4a4b1cdd85f1,"['HW.CORR', 'HW', 'HW.ERR']",,,None
fe95f657,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/fe95f657-09eb-4eb8-b6a7-14f35b8482a2,ba05wvaw0110,PostTest,File not found;RAS Test error,IFWI_GNR_AP_DF_B0,fe95f657-09eb-4eb8-b6a7-14f35b8482a2,,https://axonsv.app.intel.com/apps/record-viewer/7a4edb2a-54f0-417b-8c8e-f4083058ffe9,"['HW.CORR', 'HW', 'HW.CFG.ERR']",,,None
41628cc2,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/41628cc2-5e99-480b-8d32-1ff33f8fa0e3,ba05wvaw0147,PreBoot,b31fac15-2dda-4caf-a60b-9df6465306c8,Reset,41628cc2-5e99-480b-8d32-1ff33f8fa0e3,,https://axonsv.app.intel.com/apps/record-viewer/b31fac15-2dda-4caf-a60b-9df6465306c8,"['HW.CORR', 'HW', 'HW.ERR']",,,None
b2cd5fec,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/b2cd5fec-ec35-46cb-9229-3b153983253b,jf04wvaw5094,PreBoot,841f9933-7edf-4c34-ac23-bbbb54fd6e24,MMX,b2cd5fec-ec35-46cb-9229-3b153983253b,,https://axonsv.app.intel.com/apps/record-viewer/841f9933-7edf-4c34-ac23-bbbb54fd6e24,['SW.FW'],,,None
4ca4b2ac,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/4ca4b2ac-f20a-4b87-984b-20b13af4bd83,jf04wvaw5143,PostTest,dfde2558-cf9f-430b-84c2-b06477daaa09,PCIe,4ca4b2ac-f20a-4b87-984b-20b13af4bd83,14022798039.0,https://axonsv.app.intel.com/apps/record-viewer/dfde2558-cf9f-430b-84c2-b06477daaa09,"['HW', 'HW.CORR', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/14022798039,https://axon.intel.com/app/view/dfde2558-cf9f-430b-84c2-b06477daaa09,None
7103b8a5,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/7103b8a5-92c4-49f3-a768-3cdafd405428,jf04wvaw5088,PostTest,3aeabd9f-6626-40db-a43c-de6e91f6ce4b,Mesh,7103b8a5-92c4-49f3-a768-3cdafd405428,,https://axonsv.app.intel.com/apps/record-viewer/3aeabd9f-6626-40db-a43c-de6e91f6ce4b,"['HW.CORR', 'HW', 'HW.ERR']",,,None
05cd13e7,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/05cd13e7-85af-4bc5-9fb3-d6e92d517403,ba05wvaw0017,Test,981b6f1a-1aa7-45f9-85fe-9caa7566273d,Security,05cd13e7-85af-4bc5-9fb3-d6e92d517403,,https://axonsv.app.intel.com/apps/record-viewer/981b6f1a-1aa7-45f9-85fe-9caa7566273d,"['HW.MCE.IIO', 'HW.MCE.MLC', 'HW.MCE', 'HW.MCE.UPI', 'HW.CORR', 'HW', 'HW.ERR']",,,"['mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.', 'mscod: MCE when MCIP bit is set-Error signaled by the core and logged in Ubox. Check the core for more details.', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1', 'Merge Bank5-UPI signaled an MCA to Ubox; Check mc_status of MCA BANKID:5 and  MCA BANK_INDEX:0x1']"
8de71890,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/8de71890-9561-488a-8ff0-551bec1740e3,jf04wvaw5018,Test,00dcb589-f049-bfc6-4703-c2eeace29250,Memory,8de71890-9561-488a-8ff0-551bec1740e3,,https://axonsv.app.intel.com/apps/record-viewer/00dcb589-f049-bfc6-4703-c2eeace29250,"['HW.ERR', 'HW.MCE.IMC', 'HW.CORR', 'HW']",,,None
f711cd66,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/f711cd66-b00b-4aa4-aa37-3bf1c9328b2a,jf04wvaw5298,RebootStation,03031c51-8cfc-475f-a5cb-8ef92cc17bb9,IIO_Matrix,f711cd66-b00b-4aa4-aa37-3bf1c9328b2a,,https://axonsv.app.intel.com/apps/record-viewer/03031c51-8cfc-475f-a5cb-8ef92cc17bb9,"['HW.MCE.UBOX', 'SW.FW']",,,None
11e5515d,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/11e5515d-7b1f-4b34-9e70-b6960fddf341,ba05wvaw0110,PostTest,File not found;RAS Test error,IFWI_GNR_AP_DF_B0,11e5515d-7b1f-4b34-9e70-b6960fddf341,,https://axonsv.app.intel.com/apps/record-viewer/b10a5d05-bb07-4a2c-a4bb-a1efb5e33dcd,"['HW', 'HW.CFG.ERR', 'HW.CORR']",,,None
b192c187,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/b192c187-cd87-4cae-83c9-50ae7193c822,ba05wvaw0021,PreTest,File not found,CI_GNR_AP_DF_OSPL_SQ,b192c187-cd87-4cae-83c9-50ae7193c822,,https://axonsv.app.intel.com/apps/record-viewer/6376e08c-b457-4f3e-9da9-79f0088b4327,"['HW.MCE', 'HW', 'HW.ERR', 'HW.MCE.UPI', 'HW.MCE.UBOX', 'HW.MCE.MLC', 'HW.CORR', 'HW.MCE.IIO']",,,None
f0c30b6c,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/f0c30b6c-26da-4e3b-b8d2-cc4adec5ed1c,ba05wvaw0114,PostTest,File not found,IFWI_GNR_AP_DF_B0,f0c30b6c-26da-4e3b-b8d2-cc4adec5ed1c,,https://axonsv.app.intel.com/apps/record-viewer/fa6364af-576b-4288-9773-182d6b4043cb,"['HW', 'HW.CORR', 'HW.ERR']",,,None
14aaaffd,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/14aaaffd-a183-4452-9c73-5349a617dbd5,ba05wvaw0060,Test,6c2aa400-2997-49ae-b4d6-bf1cc0869f7d,Memory,14aaaffd-a183-4452-9c73-5349a617dbd5,22020275775.0,https://axonsv.app.intel.com/apps/record-viewer/6c2aa400-2997-49ae-b4d6-bf1cc0869f7d,"['HW', 'HW.ERR', 'HW.CORR', 'HW.MCE.IMC']",https://hsdes.intel.com/appstore/article/#/22020275775,https://axon.intel.com/app/view/6c2aa400-2997-49ae-b4d6-bf1cc0869f7d,None
28d1cde5,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/28d1cde5-437a-4051-a243-c5a08f4db7b6,ba05wvaw0118,Test,f5edc17b-0974-4589-8531-1577679f9685,Memory,28d1cde5-437a-4051-a243-c5a08f4db7b6,22020144063.0,https://axonsv.app.intel.com/apps/record-viewer/f5edc17b-0974-4589-8531-1577679f9685,"['HW.CORR', 'HW', 'HW.MCE.IMC', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/22020144063,https://axon.intel.com/app/view/f5edc17b-0974-4589-8531-1577679f9685,None
1b03214b,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/1b03214b-5ccf-4c50-9ddc-9fe7cd5214fc,ba05wvaw0064,RebootStation,afaa9379-76c9-421a-98f6-ba904485b228,CXL,1b03214b-5ccf-4c50-9ddc-9fe7cd5214fc,14023015502.0,https://axonsv.app.intel.com/apps/record-viewer/afaa9379-76c9-421a-98f6-ba904485b228,"['HW', 'SW.FW']",https://hsdes.intel.com/appstore/article/#/14023015502,https://axon.intel.com/app/view/afaa9379-76c9-421a-98f6-ba904485b228,None
b15d4cf3,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/b15d4cf3-e50c-4c6d-9759-d8798bdf9ec3,jf04wvaw5329,Test,f28660ac-8755-26a7-e7e2-65cb05e18559,Reset,b15d4cf3-e50c-4c6d-9759-d8798bdf9ec3,14022520654.0,https://axonsv.app.intel.com/apps/record-viewer/f28660ac-8755-26a7-e7e2-65cb05e18559,"['HW.CORR', 'HW', 'HW.ERR']",,,None
29115b1d,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/29115b1d-0982-48b5-b6a8-c1dc5921e56c,ba05wvaw0110,PostTest,fallback_generic_signature: base_mctp: Ripping the MCTP broadcast targets as they cause false verify failures when Ardenrand does MCTP.;File not found;RAS Test error,IFWI_GNR_AP_DF_B0,29115b1d-0982-48b5-b6a8-c1dc5921e56c,,https://axonsv.app.intel.com/apps/record-viewer/eed8ff8d-b0a3-4cb0-a5b9-bfc001caf70c,"['HW', 'HW.CFG.ERR', 'HW.CORR']",,,None
4ee3fc7b,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/4ee3fc7b-8b51-4f39-9cba-0b62c753d648,jf04wvaw5088,Test,bc8eac70-f443-4bb6-a8f0-0f1d8cddc5ec,Memory,4ee3fc7b-8b51-4f39-9cba-0b62c753d648,,https://axonsv.app.intel.com/apps/record-viewer/bc8eac70-f443-4bb6-a8f0-0f1d8cddc5ec,"['HW.ERR', 'HW.MCE.IMC', 'HW.CORR', 'HW.MCE.B2CMI', 'HW']",,,None
e8fd694d,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/e8fd694d-7590-492f-8674-bf4eb9732199,jf04wvaw5321,Test,c5d11619-fe77-42c6-b46d-8bf782feca86,Reset,e8fd694d-7590-492f-8674-bf4eb9732199,16024760386.0,https://axonsv.app.intel.com/apps/record-viewer/c5d11619-fe77-42c6-b46d-8bf782feca86,"['HW.CFG.ERR', 'HW.CORR', 'HW', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/16024760386,https://axon.intel.com/app/view/c5d11619-fe77-42c6-b46d-8bf782feca86,None
a56d926c,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/a56d926c-fb11-4d19-8f96-e31225e15ac9,ba05wvaw0113,Test,File not found,Reset,a56d926c-fb11-4d19-8f96-e31225e15ac9,16024220479.0,https://axonsv.app.intel.com/apps/record-viewer/cafbcd17-baeb-4543-a224-9810894b9542,"['HW.MCE.PCU', 'HW.MCE.PUNIT', 'HW.MCE', 'HW.MCE.UPI', 'HW.CORR', 'HW', 'HW.ERR']",,,None
d5520df3,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/d5520df3-c515-4e69-836e-f32d5f05a4de,ba05wvaw0120,Test,c897c1ad-e4bd-4f12-ba67-9ac45a0466a0,Reset,d5520df3-c515-4e69-836e-f32d5f05a4de,14022520654.0,https://axonsv.app.intel.com/apps/record-viewer/c897c1ad-e4bd-4f12-ba67-9ac45a0466a0,"['HW.CORR', 'HW', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/16024758605,https://axon.intel.com/app/view/c897c1ad-e4bd-4f12-ba67-9ac45a0466a0,None
6d6ec922,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/6d6ec922-c383-4f84-a486-cb3d6a2fbe87,jf04wvaw5022,Cleanup,a6e28bcc-d677-4968-9065-9e9f20b25d51,PM,6d6ec922-c383-4f84-a486-cb3d6a2fbe87,,https://axonsv.app.intel.com/apps/record-viewer/a6e28bcc-d677-4968-9065-9e9f20b25d51,[],,,None
4b202702,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/4b202702-fd15-4f07-bb78-790a36e8e10b,jf04wvaw5143,PostTest,8e0601e7-2c95-4839-b7ab-2340d78ae5a4,PCIe,4b202702-fd15-4f07-bb78-790a36e8e10b,14022879043.0,https://axonsv.app.intel.com/apps/record-viewer/8e0601e7-2c95-4839-b7ab-2340d78ae5a4,"['HW', 'HW.CORR', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/14022879043,https://axon.intel.com/app/view/8e0601e7-2c95-4839-b7ab-2340d78ae5a4,None
a038c06a,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/a038c06a-3b42-4a2a-af24-e538f3e0533d,ba05wvaw0032,Test,72ef3a6d-e11a-4758-b713-4a5b62b6b506,Reset,a038c06a-3b42-4a2a-af24-e538f3e0533d,14022520654.0,https://axonsv.app.intel.com/apps/record-viewer/72ef3a6d-e11a-4758-b713-4a5b62b6b506,"['HW.CORR', 'HW', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/16024758605,https://axon.intel.com/app/view/72ef3a6d-e11a-4758-b713-4a5b62b6b506,None
eab2a880,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/eab2a880-7db0-41ab-95dd-23d0287af2d5,ba05wvaw0110,PostTest,fallback_generic_signature: base_mctp: Ripping the MCTP broadcast targets as they cause false verify failures when Ardenrand does MCTP.;File not found;RAS Test error,IFWI_GNR_AP_DF_B0,eab2a880-7db0-41ab-95dd-23d0287af2d5,,https://axonsv.app.intel.com/apps/record-viewer/91c1a2df-5fbe-4af9-bda0-5990587be933,"['HW.CFG.ERR', 'HW.CORR', 'HW']",,,None
1b307b39,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/1b307b39-09e1-4f39-9ca3-af3bb2b7599c,ba05wvaw0097,Test,8c23b6c5-7847-4f6c-a235-0b4096a37b5c,Reset,1b307b39-09e1-4f39-9ca3-af3bb2b7599c,16024617402.0,https://axonsv.app.intel.com/apps/record-viewer/8c23b6c5-7847-4f6c-a235-0b4096a37b5c,"['HW', 'HW.ERR', 'HW.CORR']",https://hsdes.intel.com/appstore/article/#/16024617402,https://axon.intel.com/app/view/8c23b6c5-7847-4f6c-a235-0b4096a37b5c,None
cf57672b,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/cf57672b-f9bb-401d-b4a1-b5ab6f731a97,ba05wvaw0148,PostTest,File not found,IFWI_GNR_AP_DF_B0,cf57672b-f9bb-401d-b4a1-b5ab6f731a97,,https://axonsv.app.intel.com/apps/record-viewer/c8bfae91-5b0d-e84f-74be-d4cc659f78bf,"['HW', 'HW.ERR', 'HW.CFG.ERR', 'HW.CORR']",,,None
5bedd834,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/5bedd834-e6a1-4b95-a8b0-92ad33a3ff0a,jf04wvaw5179,Test,dee57161-c42d-42cd-ab54-6fcb7fbaf713,Memory,5bedd834-e6a1-4b95-a8b0-92ad33a3ff0a,14022891112.0,https://axonsv.app.intel.com/apps/record-viewer/dee57161-c42d-42cd-ab54-6fcb7fbaf713,"['HW.MCE.PUNIT', 'SW.FW', 'HW.MCE.B2CMI', 'HW.MCE.IMC']",https://hsdes.intel.com/appstore/article/#/14022891112,https://axon.intel.com/app/view/dee57161-c42d-42cd-ab54-6fcb7fbaf713,None
70b60d59,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/70b60d59-1c22-44eb-abbb-27c2fe1c7be4,ba05wvaw0147,Test,94b2c8e0-e2d8-4056-a3c6-5c0805ae4dfd,Reset,70b60d59-1c22-44eb-abbb-27c2fe1c7be4,,https://axonsv.app.intel.com/apps/record-viewer/94b2c8e0-e2d8-4056-a3c6-5c0805ae4dfd,"['HW.MCE.PCU', 'HW.MCE.PUNIT', 'HW.CORR', 'HW.MCE', 'HW', 'HW.ERR']",,,['Merge Bank6-Punit signaled an MCA to Ubox; Check mc_status of MCA BANKID:6 and  MCA BANK_INDEX:0x9']
0c85963c,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/0c85963c-706c-4c48-a065-313260f24ad5,jf04wvaw5321,Test,aed96268-4fbc-f043-9683-99b9d638b9bc,Reset,0c85963c-706c-4c48-a065-313260f24ad5,14022520654.0,https://axonsv.app.intel.com/apps/record-viewer/aed96268-4fbc-f043-9683-99b9d638b9bc,"['HW.CORR', 'HW', 'HW.CFG.ERR', 'HW.ERR']",,,None
118cfb50,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/118cfb50-ed59-4bb2-8ec0-d0f38d3af3e4,jf04wvaw5022,Cleanup,ccaa00f5-7583-4ca9-ab96-87612bfab7ff,Memory,118cfb50-ed59-4bb2-8ec0-d0f38d3af3e4,,https://axonsv.app.intel.com/apps/record-viewer/ccaa00f5-7583-4ca9-ab96-87612bfab7ff,[],,,None
55d4c164,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/55d4c164-d339-4ccc-8c5e-f32571033a56,ba05wvaw0013,Test,b6a1cab0-8258-1f6d-4a95-e603e6fdb0c6,Virtualization,55d4c164-d339-4ccc-8c5e-f32571033a56,15016375677.0,https://axonsv.app.intel.com/apps/record-viewer/b6a1cab0-8258-1f6d-4a95-e603e6fdb0c6,"['HW.ERR', 'HW.CORR', 'HW']",,,None
3e41f36f,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/3e41f36f-9708-4334-84dc-8979b466586b,ba05wvaw0154,Test,cb91df05-5354-46c9-b17c-379c137d7bc4,Mesh,3e41f36f-9708-4334-84dc-8979b466586b,16024778330.0,https://axonsv.app.intel.com/apps/record-viewer/cb91df05-5354-46c9-b17c-379c137d7bc4,"['HW', 'HW.CORR', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/16024778330,https://axon.intel.com/app/view/cb91df05-5354-46c9-b17c-379c137d7bc4,None
f8ea076a,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/f8ea076a-f1d4-4999-b14a-c9b714f044c5,jf04wvaw5329,Test,24d21495-2d0e-4f28-8ea7-1cfe338eb7be,Reset,f8ea076a-f1d4-4999-b14a-c9b714f044c5,16024736998.0,https://axonsv.app.intel.com/apps/record-viewer/24d21495-2d0e-4f28-8ea7-1cfe338eb7be,"['HW.ERR', 'HW.CORR', 'HW']",https://hsdes.intel.com/appstore/article/#/16024736998,https://axon.intel.com/app/view/24d21495-2d0e-4f28-8ea7-1cfe338eb7be,None
5bb5960c,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/5bb5960c-2965-40d6-b065-773532810aef,ba05wvaw0032,Test,1f458aca-526f-4c90-b5ab-6fc0cd9c6b1a,Reset,5bb5960c-2965-40d6-b065-773532810aef,14022520654.0,https://axonsv.app.intel.com/apps/record-viewer/1f458aca-526f-4c90-b5ab-6fc0cd9c6b1a,"['HW.CORR', 'HW', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/14022520654,https://axon.intel.com/app/view/1f458aca-526f-4c90-b5ab-6fc0cd9c6b1a,None
eeaf6126,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/eeaf6126-9d94-41d9-8cc3-09ece1f950ac,jf04wvaw5139,Test,904bb0b7-ddf2-42cd-a4cc-17f068625bed,CXL,eeaf6126-9d94-41d9-8cc3-09ece1f950ac,,https://axonsv.app.intel.com/apps/record-viewer/904bb0b7-ddf2-42cd-a4cc-17f068625bed,"['HW', 'HW.ERR', 'HW.CORR']",,,None
40e97d61,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/40e97d61-f4bb-401c-a940-15126c2b75c7,jf04wvaw5005,Test,0d600bd7-f9a2-4ba5-b9aa-ff43053cd535,Concurrency,40e97d61-f4bb-401c-a940-15126c2b75c7,16024758492.0,https://axonsv.app.intel.com/apps/record-viewer/0d600bd7-f9a2-4ba5-b9aa-ff43053cd535,"['HW.CORR', 'HW', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/16024758492,https://axon.intel.com/app/view/0d600bd7-f9a2-4ba5-b9aa-ff43053cd535,None
581eaa78,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/581eaa78-1a6f-4096-b844-4d544f72593f,jf04wvaw5477,Test,3bf625a7-7361-4ed1-8e2b-96391cb40107,MMX,581eaa78-1a6f-4096-b844-4d544f72593f,22020245781.0,https://axonsv.app.intel.com/apps/record-viewer/3bf625a7-7361-4ed1-8e2b-96391cb40107,"['HW', 'HW.CORR', 'HW.MCE.IMC', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/22020245781,https://axon.intel.com/app/view/3bf625a7-7361-4ed1-8e2b-96391cb40107,None
0581b624,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/0581b624-410f-4a0e-8acc-17b13641e5bb,ba05wvaw0005,PostTest,c2e4866b-39ef-4a41-ae41-6f8e5d3e97a9,PCIe,0581b624-410f-4a0e-8acc-17b13641e5bb,16024715370.0,https://axonsv.app.intel.com/apps/record-viewer/c2e4866b-39ef-4a41-ae41-6f8e5d3e97a9,"['HW', 'HW.CORR', 'HW.ERR']",https://hsdes.intel.com/appstore/article/#/16024715370,https://axon.intel.com/app/view/c2e4866b-39ef-4a41-ae41-6f8e5d3e97a9,None
394c273b,https://nga.laas.intel.com/#/nga_fv_gnr/failureManagement/failures/394c273b-670a-42f6-a389-c962f0292bd2,jf04wvaw5088,PostTest,3026f46e-cf4f-f5af-00fb-0ccffcae67be,Concurrency,394c273b-670a-42f6-a389-c962f0292bd2,,https://axonsv.app.intel.com/apps/record-viewer/3026f46e-cf4f-f5af-00fb-0ccffcae67be,"['HW.CORR', 'HW', 'HW.ERR']",,,None
